sample_id,mode,encryption_algo,dh_group,pfs,ip_version,traffic_type,avg_packet_size_bytes,packet_rate_per_sec,session_duration_sec,burstiness_index,ike_handshake_time_ms,security_verdict,risk_score
SYN0081,Tunnel,AES-128,modp8192(21),On,IPv4,file_transfer,1363.2,131.6,1.0,0.68,245.0,Strong,2.1
SYN0035,Tunnel,AES-256,modp1024(2),Off,IPv4,video_streaming,1234.6,77.9,754.5,0.61,184.9,Weak,8.6
SYN0008,Transport,AES-256,modp8192(21),Off,IPv4,web_browsing,346.2,16.7,1.0,0.55,134.6,Strong,1.2
SYN0111,Transport,AES-128,modp1536(5),Off,IPv4,file_transfer,1343.7,117.0,28.8,0.67,182.2,Weak,7.6
SYN0092,Tunnel,AES-128,modp4096(16),Off,IPv4,video_streaming,1154.0,99.6,1.0,0.59,101.6,Medium,5.0
SYN0084,Tunnel,AES-128,modp8192(21),Off,IPv4,voip,101.9,39.8,1.0,0.28,185.3,Strong,1.3
SYN0177,Tunnel,DES,modp2048(14),On,IPv4,email,374.4,9.7,1.0,0.32,193.6,Weak,7.6
SYN0182,Transport,DES,modp2048(14),On,IPv4,web_browsing,506.2,20.7,1.0,0.45,105.2,Weak,8.4
SYN0090,Tunnel,AES-128,modp4096(16),On,IPv4,email,493.5,8.3,14.3,0.13,171.7,Strong,1.8
SYN0009,Tunnel,AES-256,modp4096(16),On,IPv4,icmp,68.7,2.4,10.9,0.07,141.7,Strong,0.6
SYN0014,Transport,AES-256,modp4096(16),On,IPv4,web_browsing,401.9,22.4,1.0,0.38,129.9,Strong,1.0
SYN0060,Tunnel,AES-256-GCM,modp2048(14),Off,IPv4,web_browsing,352.3,11.4,1.0,0.55,209.0,Strong,2.4
SYN0172,Tunnel,DES,modp4096(16),Off,IPv4,email,453.6,13.4,12.6,0.24,172.9,Weak,7.4
SYN0132,Tunnel,3DES,modp4096(16),Off,IPv4,web_browsing,395.3,18.5,1.0,0.59,188.9,Medium,4.6
SYN0018,Tunnel,AES-256,modp2048(14),On,IPv4,icmp,62.7,2.9,3.7,0.06,147.0,Strong,1.1
SYN0073,Tunnel,AES-256-GCM,modp1024(2),On,IPv4,email,805.3,8.5,1.0,0.27,209.6,Medium,4.9
SYN0176,Transport,DES,modp4096(16),Off,IPv4,email,494.1,7.9,35.1,0.47,167.5,Weak,9.2
SYN0135,Transport,3DES,modp4096(16),Off,IPv4,file_transfer,1323.7,118.8,177.3,0.81,167.9,Medium,4.1
SYN0168,Transport,DES,modp8192(21),Off,IPv4,file_transfer,1398.7,111.0,1.0,0.64,180.4,Medium,3.7
SYN0184,Transport,DES,modp2048(14),Off,IPv4,voip,114.6,45.6,1.0,0.25,130.2,Weak,7.2
SYN0064,Transport,AES-256-GCM,modp2048(14),Off,IPv4,web_browsing,440.6,25.8,1.0,0.63,157.3,Strong,1.9
SYN0055,Transport,AES-256-GCM,modp4096(16),Off,IPv4,icmp,61.8,1.7,21.1,0.07,78.3,Strong,1.3
SYN0108,Tunnel,AES-128,modp1536(5),Off,IPv4,icmp,64.8,1.5,1.0,0.05,193.8,Weak,9.6
SYN0051,Tunnel,AES-256-GCM,modp4096(16),Off,IPv4,voip,107.6,42.2,345.6,0.27,164.5,Strong,2.2
SYN0197,Transport,DES,modp1024(2),On,IPv4,video_streaming,967.1,85.4,1.0,0.54,156.8,Weak,8.1
SYN0059,Tunnel,AES-256-GCM,modp2048(14),Off,IPv4,video_streaming,1135.0,93.1,455.5,0.69,196.2,Strong,0.7
SYN0049,Tunnel,AES-256-GCM,modp4096(16),On,IPv4,file_transfer,1305.1,145.6,1.0,1.0,177.5,Strong,2.4
SYN0089,Tunnel,AES-128,modp4096(16),On,IPv4,video_streaming,1258.5,88.7,262.4,0.63,121.0,Strong,1.3
SYN0022,Transport,AES-256,modp2048(14),On,IPv4,file_transfer,1469.2,131.7,424.3,0.7,127.3,Strong,1.8
SYN0058,Tunnel,AES-256-GCM,modp2048(14),On,IPv4,file_transfer,1440.2,128.3,1.0,0.72,159.7,Strong,0.7
SYN0161,Tunnel,DES,modp8192(21),On,IPv4,icmp,62.2,1.4,1.0,0.06,100.9,Medium,5.9
SYN0193,Tunnel,DES,modp1024(2),On,IPv4,email,445.7,8.9,18.1,0.27,163.6,Weak,8.1
SYN0130,Tunnel,3DES,modp4096(16),On,IPv4,voip,123.6,40.4,96.6,0.33,146.2,Medium,4.0
SYN0038,Transport,AES-256,modp1024(2),On,IPv4,web_browsing,498.8,13.4,27.8,0.38,140.5,Medium,5.5
SYN0158,Transport,3DES,modp1024(2),On,IPv4,web_browsing,412.8,12.2,16.3,0.73,147.4,Weak,9.4
SYN0194,Tunnel,DES,modp1024(2),On,IPv4,file_transfer,1471.8,115.1,203.5,0.92,100.9,Weak,9.1
SYN0002,Tunnel,AES-256,modp8192(21),On,IPv4,web_browsing,347.5,16.2,1.0,0.24,127.5,Strong,0.9
SYN0053,Transport,AES-256-GCM,modp4096(16),On,IPv4,file_transfer,1310.6,95.6,1.0,0.92,212.1,Strong,2.5
SYN0150,Transport,3DES,modp1536(5),On,IPv4,video_streaming,1069.5,82.7,746.5,0.67,223.9,Weak,8.7
SYN0131,Tunnel,3DES,modp4096(16),Off,IPv4,file_transfer,1382.4,124.9,62.4,0.77,229.0,Medium,4.3
SYN0152,Transport,3DES,modp1536(5),Off,IPv4,web_browsing,471.5,20.3,40.1,0.71,175.9,Weak,9.3
SYN0104,Transport,AES-128,modp2048(14),Off,IPv4,icmp,71.8,2.2,20.8,0.03,100.2,Medium,5.1
SYN0100,Tunnel,AES-128,modp2048(14),Off,IPv4,email,657.4,3.6,20.2,0.33,133.4,Medium,5.8
SYN0117,Transport,AES-128,modp1024(2),On,IPv4,voip,129.7,38.8,33.2,0.2,121.8,Weak,7.1
SYN0088,Transport,AES-128,modp8192(21),Off,IPv4,file_transfer,1368.7,108.2,1.0,0.8,116.8,Strong,0.8
SYN0075,Tunnel,AES-256-GCM,modp1024(2),Off,IPv4,icmp,65.6,0.9,1.0,0.08,189.3,Medium,5.8
SYN0122,Tunnel,3DES,modp8192(21),On,IPv4,voip,91.7,28.3,568.9,0.21,146.1,Medium,4.5
SYN0200,Transport,DES,modp1024(2),Off,IPv4,video_streaming,926.4,110.8,458.3,0.66,184.1,Weak,8.5
SYN0021,Transport,AES-256,modp2048(14),On,IPv4,web_browsing,476.7,9.3,1.0,0.62,117.9,Strong,2.5
SYN0189,Transport,DES,modp1536(5),On,IPv4,icmp,47.2,3.5,1.0,0.06,112.5,Weak,8.3
SYN0072,Transport,AES-256-GCM,modp1536(5),Off,IPv4,email,539.2,12.7,4.7,0.42,152.7,Medium,5.2
SYN0107,Tunnel,AES-128,modp1536(5),Off,IPv4,video_streaming,1237.5,72.9,1.0,0.79,157.4,Weak,9.0
SYN0015,Transport,AES-256,modp4096(16),Off,IPv4,web_browsing,450.1,20.8,12.7,0.55,204.9,Strong,2.4
SYN0093,Transport,AES-128,modp4096(16),On,IPv4,web_browsing,385.1,13.0,1.0,0.61,194.3,Strong,1.6
SYN0180,Tunnel,DES,modp2048(14),Off,IPv4,video_streaming,1114.1,112.1,948.1,0.54,165.8,Weak,8.7
SYN0103,Transport,AES-128,modp2048(14),Off,IPv4,voip,145.7,41.4,1.0,0.17,188.6,Medium,4.4
