sample_id,mode,encryption_algo,dh_group,pfs,ip_version,traffic_type,avg_packet_size_bytes,packet_rate_per_sec,session_duration_sec,burstiness_index,ike_handshake_time_ms,security_verdict,risk_score
TRN02725,Tunnel,AES-256-GCM,modp6144(17),Off,IPv4,video_streaming,1222.0,105.6,0.5,0.28,101.7,Strong,1.0
TRN00361,Transport,AES-256-GCM,modp1536(5),On,IPv6,file_transfer,1405.0,93.2,241.3,0.78,108.3,Medium,4.4
TRN08726,Tunnel,3DES,modp3072(15),On,IPv6,email,508.9,7.8,0.5,0.08,176.7,Medium,6.7
TRN00568,Transport,AES-256-GCM,modp4096(16),Off,IPv4,icmp,56.3,2.3,31.2,0.04,200.4,Strong,1.5
TRN01143,Tunnel,AES-256,modp3072(15),On,IPv4,dns_query,75.0,2.6,1.0,0.08,188.8,Strong,1.3
TRN01023,Tunnel,AES-256,modp1024(2),Off,IPv6,dns_query,83.0,2.0,0.5,0.09,111.6,Medium,5.0
TRN00448,Tunnel,AES-256,modp2048(14),On,IPv4,dns_query,82.5,4.1,1.9,0.11,91.5,Medium,5.2
TRN03835,Transport,AES-128,modp4096(16),Off,IPv4,icmp,55.1,2.2,8.9,0.04,221.5,Medium,5.5
TRN03442,Tunnel,AES-192,modp4096(16),On,IPv4,voip,150.3,34.3,0.5,0.19,165.6,Strong,0.7
TRN07499,Transport,DES,modp1536(5),On,IPv6,email,270.0,2.6,0.5,0.23,219.3,Weak,7.1
TRN08373,Transport,AES-256,modp1024(2),Off,IPv4,voip,147.8,39.5,31.7,0.23,61.2,Weak,8.1
TRN07658,Tunnel,DES,modp6144(17),Off,IPv4,voip,127.0,50.9,0.5,0.19,234.0,Medium,4.2
TRN01923,Tunnel,DES,modp1536(5),On,IPv4,email,497.0,6.3,0.5,0.27,198.9,Weak,7.7
TRN06934,Transport,AES-128,modp768(1),On,IPv4,file_transfer,1456.0,127.0,83.4,0.77,130.6,Weak,8.1
TRN02860,Tunnel,AES-128,modp1024(2),Off,IPv4,web_browsing,311.1,14.3,18.8,0.48,165.0,Weak,7.1
TRN05941,Transport,AES-256,modp1536(5),On,IPv4,file_transfer,1405.8,98.9,0.5,0.81,114.9,Medium,5.5
TRN01722,Tunnel,3DES,modp1024(2),Off,IPv4,video_streaming,1489.1,99.2,577.9,0.6,178.4,Weak,9.5
TRN04326,Tunnel,AES-128,modp1024(2),On,IPv6,file_transfer,1354.5,121.5,5.4,0.8,160.3,Weak,7.2
TRN08232,Tunnel,AES-192,modp8192(21),On,IPv4,whatsapp_msg,118.8,5.8,1.3,0.13,109.5,Strong,0.7
TRN00213,Tunnel,AES-256,modp768(1),Off,IPv4,video_streaming,825.0,93.5,1210.0,0.56,140.0,Weak,8.4
TRN03972,Tunnel,3DES,modp768(1),Off,IPv6,file_transfer,1419.9,129.0,0.5,0.97,129.9,Weak,9.2
TRN05468,Tunnel,AES-192,modp4096(16),On,IPv4,web_browsing,339.0,25.4,0.5,0.3,160.8,Strong,2.0
TRN04481,Transport,3DES,modp1536(5),Off,IPv6,email,585.1,6.8,9.0,0.26,169.0,Weak,7.6
TRN01154,Transport,AES-192,modp4096(16),On,IPv6,icmp,73.2,2.0,0.5,0.07,139.6,Strong,3.2
TRN02621,Transport,AES-256,modp8192(21),On,IPv4,video_streaming,1375.4,99.4,0.5,0.54,109.0,Strong,1.0
TRN05214,Tunnel,AES-192,modp3072(15),Off,IPv6,web_browsing,257.3,25.8,14.5,0.64,172.1,Medium,5.1
TRN03261,Tunnel,AES-256-GCM,modp768(1),Off,IPv4,web_browsing,431.0,16.2,0.5,0.55,152.3,Weak,7.7
TRN03012,Transport,AES-256,modp768(1),Off,IPv6,dns_query,96.9,3.6,2.4,0.09,184.9,Weak,6.5
TRN05226,Transport,AES-128,modp1536(5),On,IPv6,voip,105.1,44.8,0.5,0.2,169.7,Medium,2.5
TRN08187,Tunnel,DES,modp1536(5),Off,IPv4,web_browsing,378.3,14.7,5.2,0.57,81.2,Weak,8.4
TRN01571,Tunnel,DES,modp1024(2),Off,IPv4,email,513.0,10.5,5.0,0.38,201.9,Weak,9.5
TRN02355,Transport,AES-128,modp6144(17),On,IPv6,whatsapp_msg,183.6,8.4,2.4,0.04,124.4,Strong,1.2
TRN07390,Tunnel,AES-256,modp768(1),Off,IPv4,file_transfer,1466.8,127.8,21.2,0.81,100.7,Weak,7.4
TRN07065,Tunnel,AES-256,modp1024(2),On,IPv6,voip,93.6,40.8,679.5,0.27,170.0,Medium,4.9
TRN04304,Tunnel,AES-256-GCM,modp1536(5),On,IPv4,email,526.5,9.7,0.5,0.28,105.4,Medium,5.6
TRN02165,Tunnel,AES-256,modp4096(16),Off,IPv4,voip,143.3,45.1,158.4,0.22,141.8,Strong,0.9
TRN01596,Transport,AES-192,modp4096(16),On,IPv4,whatsapp_msg,125.5,10.2,14.2,0.2,116.2,Strong,1.9
TRN05548,Transport,AES-192,modp1024(2),On,IPv4,icmp,65.0,2.4,0.5,0.05,99.7,Weak,8.8
TRN00737,Transport,3DES,modp2048(14),On,IPv6,email,430.1,9.4,5.4,0.54,107.3,Weak,7.3
TRN04354,Transport,AES-256-GCM,modp3072(15),Off,IPv6,web_browsing,449.0,15.0,0.5,0.74,172.1,Strong,2.4
TRN06635,Transport,AES-128,modp1024(2),Off,IPv4,dns_query,65.7,1.7,4.6,0.09,179.9,Weak,9.4
TRN03398,Transport,AES-256-GCM,modp1536(5),Off,IPv6,whatsapp_msg,145.6,10.3,0.5,0.15,118.6,Medium,6.4
TRN07865,Transport,AES-256,modp6144(17),Off,IPv6,whatsapp_msg,201.9,3.8,3.4,0.28,154.9,Strong,1.3
TRN06052,Tunnel,AES-128,modp8192(21),On,IPv4,dns_query,89.1,3.3,1.4,0.1,114.4,Strong,1.8
TRN04961,Transport,DES,modp6144(17),Off,IPv4,voip,159.6,50.6,0.5,0.23,181.6,Medium,3.6
TRN08073,Tunnel,AES-192,modp4096(16),Off,IPv4,web_browsing,419.7,14.4,0.5,0.83,130.6,Medium,4.3
TRN04270,Transport,DES,modp3072(15),Off,IPv4,web_browsing,418.8,11.6,0.5,0.74,116.2,Weak,7.4
TRN08746,Transport,DES,modp768(1),Off,IPv6,email,351.3,6.4,0.5,0.26,197.6,Weak,8.2
TRN08994,Tunnel,AES-256-GCM,modp6144(17),Off,IPv6,web_browsing,267.7,12.5,19.1,0.63,175.9,Strong,0.3
TRN05782,Transport,DES,modp768(1),Off,IPv4,whatsapp_msg,163.8,6.0,0.5,0.16,165.2,Weak,7.8
TRN03843,Transport,3DES,modp6144(17),Off,IPv4,voip,141.8,50.5,246.6,0.13,154.9,Medium,6.4
TRN06139,Transport,3DES,modp2048(14),On,IPv4,file_transfer,1442.8,119.1,46.1,0.82,135.6,Medium,3.1
TRN02719,Tunnel,AES-128,modp4096(16),Off,IPv4,file_transfer,1397.9,131.1,0.5,0.93,159.3,Medium,4.7
TRN01053,Tunnel,AES-192,modp3072(15),Off,IPv4,whatsapp_msg,147.4,4.6,12.5,0.29,141.5,Medium,4.1
TRN05322,Transport,AES-256-GCM,modp4096(16),On,IPv6,file_transfer,1423.1,142.4,204.6,0.76,181.8,Strong,1.2
TRN03239,Transport,AES-256-GCM,modp768(1),Off,IPv6,dns_query,101.2,3.1,1.0,0.13,167.2,Weak,8.3
